1,63.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,207819665
2,68.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,206233520
3,73.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,204125371
4,73.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,203735568
5,76.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,204285852
6,78.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,206326753
7,78.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,203574983
8,78.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,207846791
9,78.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,214610602
10,78.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,206233199
11,78.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,203932926
12,78.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,203932470
13,80.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,205670573
14,80.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,205023062
15,80.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,207819897
16,83.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,203552351
17,83.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,203629407
18,83.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,205801269
19,83.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,205496516
20,83.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,206408957
21,83.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,204307128
22,83.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,204362669
23,83.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,206879801
24,83.0,4,ELA Acuity (Term 1),2,2011,1336849577,2012-05-12T15:06:08-04:00,2012-05-12T15:10:05-04:00,203965389
